text,label,raw_outputs,probability
哈哈 你看看你,2,[-2.5        -1.65429688  4.36328125],0.9965310366895964
收最低....,2,[ 0.89648438 -1.10644531  1.47363281],0.6107745586599943
PTT真的是反指標...,2,[-2.69335938 -1.62304688  4.2265625 ],0.9961459794849992
朝聖一下 主力盯上了,1,[-2.88085938  3.47460938 -2.1484375 ],0.9946776442725185
唉......帶.........ㄙㄞˋ,2,[-0.72802734 -1.2734375   2.25390625],0.9258594212948784
竹北泰和廠都要撤惹,0,[ 4.98828125 -2.47265625 -1.08886719],0.997138384752112
謝謝分享：）,2,[-3.046875   -1.15234375  4.078125  ],0.9938819119810084
反指標,2,[-2.88671875 -1.57128906  4.3984375 ],0.99676988640841
主力大大可以別這樣嗎,1,[-1.14257812  1.48632812 -1.92480469],0.904845429228776
還好除權息前出了 哈哈XD,0,[ 4.328125   -1.93945312 -0.89453125],0.9927629547796823
等海外股息太多 再來開公司節稅,2,[-0.78320312 -0.63720703  1.61523438],0.8361189842812508
兆豐王好像本來就自己開公司了,2,[-2.1328125  -1.73144531  4.015625  ],0.9946993100794526
開公司啦 又沒多難 請個會計也便宜,2,[-2.57421875 -1.29589844  4.25      ],0.9950342224464546
找可信任的親友幫忙呀,2,[-2.60546875 -1.42675781  4.49609375],0.9965108460504631
本來就不該這樣，對大戶來說該買沒配現金或直利率低的股票才划算,2,[-1.54589844 -1.57714844  3.02734375],0.9800739077098379
某些數值還是要實際算過才知道，累進差額的部分,2,[-2.578125   -1.60742188  4.53125   ],0.9970336322785087
不要參加除權息就好啦 除權息前賣掉 除完買回來拿的錢一樣多 扣手續費省稅金,2,[-1.56347656 -1.69042969  3.6953125 ],0.9903117421076996
公司可以不分配盈餘，5%。延遲繳稅，比較不傷複利加上海外或其他手段應該還可壓低。有錢人自己去問會計事務所就解決了...除權息要看流動性和價差，搭配期權是常見的作法有些人投資美股就是這樣，價差不課稅，而且很多股息配息率不高。若你有稅負優惠身分就更好,2,[-2.59765625 -1.01367188  3.16601562],0.9818911278145098
只有沒錢的人才想東想西，等你一堆錢穩穩的，好好把本業做好，做自己想做的事情就好,2,[-2.45117188 -0.54980469  2.41015625],0.9437869733640185
兆豐王在本串有推文啊，他說他是請會計處理,2,[-2.43945312 -1.62207031  4.48828125],0.9968102178181444
所以正解就是開公司？非常有興趣了解，請高人指點,2,[-2.61328125 -1.52929688  4.390625  ],0.9964191318566736
綠共執政 允恭保證,2,[-2.17382812 -1.70507812  4.453125  ],0.9965715509694475
高雄版邁粉都說邁邁管不到台積電啦，跳電跟邁邁無關,2,[-0.36547852 -1.54003906  2.88476562],0.9517090522524309
韓粉還在崩潰？,0,[ 3.5078125  -1.46679688 -0.5       ],0.975529502318673
看一堆綠腦崩潰XDD，不提柯就不算業績吧～,2,[-0.02206421 -1.81152344  2.77148438],0.9333340578827525
八卦版沒救就算了，可以不要股版也被柯韓粉攻陷嗎,2,[-1.49609375 -1.828125    4.25      ],0.9945422417312094
很奇怪常常會有一篇擺明要找碴的，然後很剛好一堆跟著罵，也不曉得是股板居民嗎？,2,[-2.30273438 -1.61523438  4.40625   ],0.996367276605222
沒事沒事 有台灣價值就可以了 其他不重要,2,[-2.72460938 -1.54199219  4.62109375],0.9972564433336655
搜尋巨路跳電就知，其實是台電爛，不是市長爛,0,[ 3.20507812 -1.25976562 -0.44335938],0.9638198739933399
we don't care,2,[-1.14160156 -1.82324219  3.36523438],0.9836576911367022
全台都可能跳電，都有不斷電系統，以防萬一,2,[ 0.48339844 -0.64648438  1.16992188],0.6002646172458433
蟑螂崩潰,0,[ 5.0390625  -2.41796875 -1.12890625],0.9973342692831064
綠共蟑螂崩潰好幾天可憐,2,[ 0.45385742 -2.13671875  2.16992188],0.8380466378723339
黑鋼C繼續崩潰，你當台GG用電量很小嗎？【台積電蓋電廠2】3奈米新廠是吃電怪獸　超過台南市民生加商用總和,0,[ 4.53125    -2.16210938 -0.81103516],0.9940120346885805
跳電關南電北送什麼事?就電網負荷不了跳電，又不是沒電給你用,2,[ 0.98242188 -0.80175781  1.23828125],0.5251343830735453
別忘了高雄有南電北送 電不給 台積全搬來高雄都夠用有多餘的電 當然就不易跳電..南部發電43%  用電35%  高雄是南部發電大戶中火以外的大電廠都在高雄居多  且燃煤居多北部有足夠的電都要感謝高雄犧牲生活品質..,1,[-0.70263672  0.28955078 -0.04943848],0.4800180813658275
we care怎麼沒出來吠兩聲?,2,[-0.796875   -1.40039062  2.703125  ],0.9553727268162332
Who Care,2,[-0.35083008  0.14978027  0.2232666 ],0.4012257848784135
DPP:是超載不是跳電 不要亂說,2,[-1.69433594 -1.03417969  2.484375  ],0.9569739831476868
賣賣去了之後好像更慘,0,[ 5.265625   -2.58007812 -1.35351562],0.998276966327006
高雄好好發展七賢路九如路，乖乖做大1600元的產業好嗎,2,[-1.93847656  0.52050781  1.04296875],0.6083543807288467
1600...，真的又老又窮...，大陸新一線城市都貴多了...大陸二線城市五星酒店裡都要1、2000人民幣了,2,[-1.52539062 -1.68847656  3.70703125],0.9902191192324957
農地工廠 還不噴爆,1,[-2.57421875  3.9140625  -2.98046875],0.9974719342031951
盤整盤就是短進短出阿，大行情不容易出現,1,[-2.7578125   2.80859375 -2.05078125],0.9885530221653375
黑手會在460出貨 500請等黑手退場再說吧,0,[ 3.14453125 -1.20410156 -0.59179688],0.9645378438407933
政府不想讓大盤破萬三的話，台積依舊會被壓下去,0,[ 3.47265625 -1.19335938 -0.98779297],0.9794637240827228
明天大買20股信你一波,1,[-2.68554688  3.68359375 -2.8125    ],0.9967873993340963
台積   台灣奇蹟,2,[-2.39453125 -0.97265625  2.765625  ],0.971311566699141
閉著眼睛買，一年後都賺,1,[-2.6953125   3.70703125 -2.7890625 ],0.9968430071222153
政府套現補匯損 讚,0,[ 3.23242188 -0.95019531 -0.87646484],0.9692885084471117
GG明天掛漲停買的到嗎？,1,[-2.47070312  3.40039062 -2.69921875],0.9949619786647986
買台積要抱得住抱得久，難賺啦,1,[-2.609375    2.95898438 -2.24609375],0.9907804326233297
黑手高點會不會出貨才是重點,0,[ 2.19921875 -1.11914062  0.41796875],0.8301237463711459
我ok 你先買,0,[ 3.75585938 -1.39941406 -0.87109375],0.9846847758578254
隨時都是買點，一直進出給券商跟政府賺幹嘛？,2,[-2.77929688 -0.76367188  2.86523438],0.9707964919282546
看dr炒作母股,2,[-1.84472656 -1.55078125  3.5546875 ],0.9895280971219585
show hand!,2,[-0.82470703 -1.09472656  1.82714844],0.8894004721450203
先小跟15張,1,[-2.64453125  3.65625    -2.6875    ],0.9964202911345016
台積大概是唯一一支不用技術分析可以無腦買進的股,1,[-3.1328125   2.484375   -1.31347656],0.9746078255087692
現在都dr股帶動母股了喔....想找信眾也不是這樣亂外資大賣2000多張但買盤有5000多張排隊追漲停..到底是哪些人在買啊,1,[-1.25292969  1.13183594 -1.20507812],0.8412297297433365
同意一期臨床新聞出來後，隔天小漲而已，再過一天才漲停,1,[-2.75390625  1.44433594 -0.02978516],0.8038573255172204
 雖然爆量 但還是要小心,0,[ 2.86523438 -0.734375   -0.99169922],0.9537733710480474
資金少是不是還是不要考慮海外開戶了QQ，看到匯費就縮了,2,[-0.36132812 -2.14257812  3.1953125 ],0.9677352053041357
TD有0800中文客服網路上有一堆手把手教學,2,[-2.70703125 -1.43359375  4.31640625],0.9959429873602862
海外的缺點就是，畢竟是海外，出事你就是比在台灣難處理，或者說根本無法處理。複委託也不是毫無優點多看看多較再做選擇，沒有那種複委託一無是處這種事,2,[-2.40625    -1.57519531  4.5859375 ],0.9969802507218051
開FT 複委託貴爆,2,[-2.35546875 -1.42773438  3.5625    ],0.9905945723579335
一段時間就會有複委託的文出現，然後還是有一堆人不知道就算是很貴的複委託，成本還是跟台股差不多甚至比台股低,2,[-1.13769531 -1.74414062  3.69140625],0.9877981731788061
請問一下現在國內哪家券商複委託手續費比台股低的？,2,[-2.41992188 -1.6484375   4.5390625 ],0.9970039843614655
成本不是只有手續費，建議你研究一下稅的部分,2,[-2.64257812 -1.52539062  4.5234375 ],0.9968767643007291
開複委託資金調回來買台股很方便啊，而且複委託手續費是會多高，都買美股了，漲跌幅那麼大還會在意那一點手續費也是很好笑。我特斯拉一進一出30%，再一進一出30%。這時候你還會在意手續費？,2,[-2.08789062 -0.71240234  2.56640625],0.9549331529913798
小資還玩複委託只是被宰更兇而已，小孩最好少開大車,0,[ 1.46777344 -1.390625    1.08300781],0.5753836968972463
一堆手續費定很高 還要自己跟他談 跟車商賣車一樣鳥,2,[-1.76660156 -1.71679688  4.015625  ],0.9937186363558193
現在海外券商大多是零手續費了，要顧的只有匯率跟匯費（來回一千多）,2,[-2.53515625 -1.61230469  4.4765625 ],0.9968407774469573
要啥英文 買跟賣看不懂嗎 不然FT也有繁中阿,2,[-2.56445312 -1.62011719  4.5       ],0.9969561327192955
你匯到國外 基本上基於匯費摩擦成本 很少匯回來或者久久才匯回來一次 卡一筆錢在國外感覺不是很好複委託還是有好處的,2,[-2.41210938 -1.42578125  4.2109375 ],0.9951299140755007
然後9菜喊995,0,[ 5.3515625  -2.609375   -1.52636719],0.998622798530229
一年投資資金50萬以內的人用複委託就好,2,[-2.56640625 -1.50976562  4.46875   ],0.9965986452982936
小資還在複委託==,2,[-2.         -1.31738281  2.91210938],0.9785533058374134
好矛盾喔 複委託交易的手續費2次不就抵匯費了國外券商交易抽差n次 不論股數整天在那邊哭電匯 我以為股板對錢很敏感 算很精,2,[-0.90576172 -1.83886719  3.5625    ],0.9842736283764613
我匯費一次大約九百NT，交易不用手續費。複委託交易一次手續費要多少.....,2,[-2.74804688 -1.60546875  4.55859375],0.9972329206865173
如果長期投資 不要一直抽插 其實複委託 不會比較貴各有好處啦 我複委託跟國外券商都有開...給各位參考,2,[-2.64648438 -1.47070312  4.35546875],0.9961553895303059
長期投資買美股 ETF 如 VTI 之類的，buy&hold 手續費不貴，永豐談一談 15 鎂，一年買兩次，總共台幣600，比國外匯費 800 還便宜啊，你要進進出出那當然不划算。這是不符合需求的問題，不是複委託真的爛爆的問題。想吃牛肉買羊肉然後罵羊肉騷，一點道理都沒有。,2,[-1.46484375 -0.97070312  1.90625   ],0.9168776143365565
複委託一次要買多少? 匯款一次多次買進划算多了複委託不想虧手續費 每次交易約6000鎂以上才不虧這篇新聞命題是小資族 一年二次幾千鎂的交易有點…,2,[-2.3828125  -1.05175781  3.36523438],0.9849698654093543
複委託手續費跟海外券商匯費成本大家都很清楚複委託沒那麼不堪 海外券商也沒網路那麼好 各有優點,2,[-2.5546875  -1.57714844  4.625     ],0.9972207645643528
樓上是邏輯不好還是看不懂中文阿...上面b大講很清楚了阿...我是指g的推文,2,[-2.5234375  -1.59277344  4.65234375],0.997302505012514
算清楚自己有多少錢 自己去決定哪個工具比較好就好,2,[-2.640625   -1.47363281  4.58203125],0.9969350171735567
複委託一次買到低消以上通常不會比每季投入有利海海外要累積到一筆大資金一次會也一樣損失時間價值匯,0,[ 1.2734375 -0.2890625  0.6015625],0.5812732103989593
開盤先贏,1,[-2.74804688  3.10351562 -2.1953125 ],0.9921886479117199
恩好 只好來開etoro信用卡入金賺回饋,1,[-2.63085938  1.29199219 -0.11065674],0.7900584052936371
小資族永豐定期定股4美金應該會比匯費划算,2,[-2.32421875 -1.3515625   3.6953125 ],0.9912176110354188
複委託就台灣劵商委託國外劵商幫你買股票，手續費當然貴，而且因為有委託國外劵商，手續費也難殺==,2,[-2.13476562 -1.66308594  4.4140625 ],0.9962873319290214
用etoro真的笑惹 為了賺回饋 etoro自己當莊家爽賺,2,[-2.0703125 -1.5390625  4.0234375],0.9939408411996377
手續費貴歸貴，能接觸體質健全的股票市場，拒絕當韭菜不好嗎？,2,[-1.79199219 -1.5078125   3.51953125],0.9886399280052043
複委託長期投資一次買20w以上才划算吧,2,[-2.44921875 -1.10546875  3.46289062],0.987087475314458
複委託就很貴啊,2,[-2.55859375 -1.44824219  4.421875  ],0.9962616181668312
複委託低消15美，國外券商匯費800台幣，我兩個都用常進出或是標的多的，就國外券商，反之複委託也行,2,[-2.40820312 -1.57714844  4.47265625],0.9966258400651605
UMC,2,[-0.4230957   0.12359619  0.32324219],0.43608703596772974
gn a81 soy會無視繼續嗆鬼島,2,[-1.63183594 -1.65234375  3.76171875],0.9910809682564862
看看大賣空，信評機構根本黑箱,0,[ 1.60351562 -1.38183594  0.95947266],0.6346439544216328
信評機構可以先針對自己評價嗎,2,[-2.59179688 -1.61425781  4.5703125 ],0.9971716183094709
寶齡準備崩崩惹咪,0,[ 5.3359375  -2.60351562 -1.56445312],0.9986380642269641
寶齡底部打底而已，之後只會往上,1,[-2.54296875  3.7421875  -3.0078125 ],0.9969745358562874
開低就買來沖阿 屢試不爽,1,[-2.50390625  2.609375   -1.94140625],0.9836949982034686
明天漲停倒貨給你們,1,[ 0.71191406  1.13085938 -1.62304688],0.5809161623940696
套在65有機會搭電梯到大廳嗎？,0,[ 1.94042969 -0.23620605 -0.21008301],0.8131093231068462
又有拉基在吠了，可憐哪,0,[ 1.28320312 -0.11273193  0.04992676],0.6497988024008963
寶齡停利哥表示……,2,[-0.57910156 -1.10253906  1.51464844],0.8359581815994392
結果今天就倒,0,[ 5.3203125  -2.6171875  -1.51269531],0.9985673453521297
果然是小股東在自嗨XDD,2,[-0.17895508 -1.02929688  1.3984375 ],0.7723502442681782
五毛本來就靠內需  比利時比台灣小==五毛什麼都沒有  就是人多,2,[-2.30078125 -1.67675781  4.57421875],0.9970468792663125
左膠還在腳麻,0,[ 5.19921875 -2.56445312 -1.36621094],0.9981702418684061
有德國在 怎會不腦,2,[-1.9375     -1.74609375  4.03125   ],0.9943774251694303
拜登選上就慢慢解禁了啦 再忍忍,2,[-1.46191406 -0.97119141  2.40820312],0.9479355850950317
沒差吧，華為沒晶片做個毛基站,2,[-2.59570312 -1.65234375  4.62109375],0.9973869604183774
肛門不想被探索真的不要用中國資訊產品,2,[-2.54101562 -1.63769531  4.58203125],0.9972117008347257
歐盟廠商自己不用 用華為,2,[-2.58789062 -1.73828125  4.62109375],0.9975357314737167
主要5G商不都歐洲公司，歐盟自己反而不支持，黑人問會相信的人 跟20年前相信宋七力會變身是相同智商莫忘世上苦人多 每隔一段時間台灣都會有詐騙集團,2,[-2.1484375  -1.67089844  4.62890625],0.9970328694576168
康師父一直都沒啥溢價...,2,[-1.83398438 -1.60742188  3.92773438],0.9929586399764538
我差點噴出宵夜 美德要進標普500 這是我今天看過最好笑的笑話 恐怕也是空前絕後了,1,[-2.19921875  2.140625   -1.6484375 ],0.9655721759946942
只要有話題 照樣漲 看看546跟台股整個分離就知道畢竟台股花王印刷都有人當日股花王買了反正在場幾乎都是看戲的 就繼續慢慢看就好了,1,[-1.00390625  2.19335938 -2.71875   ],0.9539884055512307
畢竟當初一堆人都說隨時都能跑啊 現在就QQ,0,[ 4.015625   -1.78710938 -0.92675781],0.9899452663198582
現在的問題 就算沒有溢價 還有人敢投資嗎？,2,[-1.45605469 -1.5         3.53320312],0.9868466984201776
基本上還叫的出聲音就是還沒跌完 主力都很壞,0,[ 5.06640625 -2.2890625  -1.33203125],0.9977020494783445
不懂DR為什麼要一起炒 而不集中在幾支,2,[-2.26367188 -1.53222656  4.0546875 ],0.9944811559710123
看了高嘉瑜在立法院的質詢，就知道結果了,2,[-2.47070312 -1.60351562  4.4921875 ],0.9968113173918292
金管會怎麼不去抄一下同學會，感覺會很精彩嘻嘻,2,[-2.484375   -1.56152344  4.640625  ],0.9971781769960462
中天不是又進處置 但有吃幾根綠棒？誰說進處置就一定會跌停？賺錢就是自己神 賠錢就是they的錯 可憐哪,0,[ 2.98046875 -1.13574219 -0.30810547],0.9491149251703042
入標普真的有點好笑 話都這樣亂講的嗎,2,[-2.38867188 -1.546875    4.3046875 ],0.9959023439145059
進處置不一定跌停 但DR進處置是因為溢價 所以要跌到沒溢價金管會才會放過DR..,2,[ 0.32373047 -0.43310547  1.56152344],0.7012191266504127
"同學會熱門前20名，我都歸類高風險賭博股票！小賭上面說得很好　所以公司賺錢股票就會漲阿! ""市值""因為公司盈餘不會消失，所以股價會上漲除權息這件事就是左手換右手所以常常有人說持股 ""零成本""，世界上沒零成本拉",2,[-2.6796875   0.09710693  1.625     ],0.8126794377383746
隨便你,2,[-2.65429688 -1.41113281  4.26171875],0.9955897156166994
你高興怎麼算都可以我都只算已實現損益，未實現就一張不賣奇蹟自來,1,[-2.92382812  1.83691406 -0.64453125],0.9155987080688968
跟著我左手右手一個慢動作,2,[-2.59179688 -0.73046875  3.49414062],0.983375370949092
中文寫了 已實現 三字,2,[-2.52929688 -1.60351562  4.47265625],0.9968031967746178
如果是我配息都不會算，如果要算就是實現7000未實現利益-7000，全部都標,2,[-1.63574219 -1.43261719  3.26953125],0.9837841144916232
沒賣就沒賠,1,[-1.56445312  0.87451172 -0.81982422],0.7867991999985725
確實是看你如何定義自己報酬率,2,[-2.41992188 -1.60644531  4.31640625],0.9961503255269665
算irr，也要考慮稅,2,[-2.51171875 -1.68554688  4.3671875 ],0.9966306978481763
你幹嘛不調整成本就知道答案了？購入每股均價-每股配息金額=調整後成本用這個成本去算損益再扣手續費跟稅。以你的股息金額來看應該是免稅，ACL匯款成本一次10元,2,[-2.2109375  -1.51953125  3.87890625],0.9932563786575477
陳爸也喜歡溫妮？？,2,[-2.4921875  -1.54296875  4.5546875 ],0.9968914388288749
填不完 幫QQ,0,[1.14160156 0.28222656 0.35571289],0.5321579929063321
不會啊 就看你喜歡用左手還是右手,2,[-2.765625   -1.47070312  4.53125   ],0.9968583324567484
左手換右手 政府再中間抽一手,2,[-1.9921875  -1.58789062  3.9609375 ],0.9935521194695756
要看你怎定義，以及你的計算為了什麼,2,[-2.69726562 -1.58398438  4.5703125 ],0.9971858079613033
認列當年度利息收入跟未實現資產跌價損失,2,[ 1.34960938 -1.75        1.390625  ],0.4992337043856033
帳戶淨值才是真的 其他看爽就好,2,[-2.5703125  -1.60839844  4.5625    ],0.9971204870121656
我也是算現金流IRR,2,[-1.18164062 -1.578125    3.18554688],0.9792198890630327
只看價差吧 壽險業算股息收入,2,[-2.00390625 -1.76660156  4.00390625],0.9944533014271798
逢低買進，股利增減就不止幾千,1,[-2.68164062  2.93359375 -2.17382812],0.9903994433635313
看你是要用損益表還是現金流量表的概念,2,[-2.45117188 -1.6484375   4.34375   ],0.996395401442015
多多被這篇嚇到明天出清xd,0,[ 5.2734375  -2.44140625 -1.47753906],0.9983867149816767
Errr 郵寄投票民主黨很難看呢,2,[-2.30664062 -1.75292969  4.55078125],0.9971271523862091
你誰,2,[-2.83203125 -1.59179688  4.5546875 ],0.9972471783425111
怕,0,[ 4.35546875 -1.82421875 -1.01660156],0.9933292174429533
台灣這幾年的經濟成長根本靠川普貿易戰撐起來的 你說拜登上會繼續搞貿易戰ㄇ,2,[-0.97949219 -1.00585938  2.41796875],0.9380462112799157
唉膩膩？,2,[-1.9453125  -1.43554688  3.69726562],0.9906446844658475
當這裡八卦版喔,2,[-2.56835938 -1.5390625   4.38671875],0.9963895817779079
艾他老木,2,[-2.09765625 -1.51757812  4.2734375 ],0.9952574335492962
勞工是最軟的 有錯嗎？ 舉錯例子了,2,[-1.70507812 -1.70507812  4.2578125 ],0.994881404453436
她誰?,2,[-2.671875   -1.57226562  4.5390625 ],0.9970526444620798
加稅這議題對他來說根本是利空，還沒選上就講了你哪來信心覺得他不會做？又何必拿錢賭這個？更何況市場如果都覺得會加稅，你不賣別人也會賣下去,0,[1.00292969 0.36328125 0.31591797],0.49247619637992407
。,2,[-2.7890625  -1.36328125  4.3671875 ],0.9959906104149269
支那人愛的標題,2,[-2.55273438 -1.66113281  4.5625    ],0.9972131263681856
嚇到我了..,0,[ 2.01953125 -0.43969727  0.07940674],0.8135458996664947
版主不刪文的話就是埋下版主蚵糞的種子了,2,[-1.21972656 -1.77734375  4.2109375 ],0.9931589650805849
沒差啦，反正川普一定當選，已經算好了,2,[-1.87402344 -0.75292969  2.08789062],0.9281565788033477
你不知道民進黨雙標無罪嗎,2,[-2.21484375 -1.68261719  4.42578125],0.996482098699377
你是不是在偷渡政治文？,2,[-2.5234375  -1.68945312  4.6171875 ],0.9973904199794339
廢文王候選人,2,[-2.15820312 -1.703125    4.578125  ],0.9969512652296934
拜登要加稅喔,2,[-1.96386719 -1.68945312  3.77734375],0.9926192597488714
不是A就是B 當選 有啥風險 難不成會變成你當選不成,2,[-2.36523438 -1.62988281  4.375     ],0.9963642187400806
推 愛蜜莉,2,[-2.46484375 -1.546875    4.6015625 ],0.9970188020436089
難道拜登當選就不用顧股市了嗎？廢話當然不用,2,[-1.18164062 -1.51074219  2.86132812],0.9707132106224508
瀉藥已經吃下去了，短期不可能停啦,0,[ 1.02636719 -0.42749023  0.59619141],0.5307681092839215
雲服務做的過AWS嗎,2,[-2.28125    -1.56835938  4.0546875 ],0.9946437455755909
SI慘業,0,[ 5.30078125 -2.5859375  -1.43164062],0.9984351089518073
時代的眼淚QQ,2,[ 1.296875   -1.96875     1.63964844],0.575740302402208
排毒,2,[-2.046875   -1.29492188  3.9609375 ],0.9923821535544877
跟中華民國同歲,2,[-2.41015625 -1.78320312  4.65234375],0.9975458721987603
拆個公司也大漲  Zzzz,1,[-2.39257812  3.39257812 -2.7265625 ],0.9947544842474384
不賺錢的拆出去，剩下來的有錢景啊 XD,0,[ 1.6953125  -0.50439453 -0.19311523],0.7923019023952995
其實已經無法定義2020的IBM到底是做什麼的了,2,[-2.07421875 -1.44335938  3.8125    ],0.9920704484890543
IBM股價竟然這高啊,1,[-1.38671875  1.29296875 -1.30078125],0.8746428421380816
IBM當初犯的錯就是I本來該是Intel M是Microsoft 但之前被反托辣斯搞怕了 沒把這兩間併掉,2,[-0.78271484 -1.82910156  3.04882812],0.971544526870423
再分拆上市....IBM本來是做紡織機的打洞卡片的HP本來是做採橘子的農機,2,[-1.40820312 -1.3984375   3.44140625],0.9845041743144224
慘。通常拆公司是要最後一波收割韭菜了,0,[ 5.20703125 -2.4609375  -1.3125    ],0.9980618371190433
 多年前,2,[ 0.28979492 -0.46801758  1.59667969],0.7155539783308767
夏普原本是做鉛筆的,2,[-2.25585938 -1.60742188  4.5078125 ],0.9966473397240193
大象跳不動惹,0,[ 5.203125   -2.51757812 -1.39941406],0.9982027688717936
3M本來還是採礦業,2,[-1.74609375 -1.39160156  2.91015625],0.9774724301733333
yamaha從樂器做到機車,2,[-2.0859375  -1.22070312  3.13867188],0.9821553773589579
影響可大的,2,[-2.78710938 -1.19824219  4.16796875],0.9944058911207286
爆這種大量漲停，以為還有第二根的機率高嗎?,1,[-2.          2.66015625 -2.54492188],0.9852667107793524
原po太認真回覆了XD,2,[-2.53710938 -1.50390625  3.56640625],0.9915564470111529
爆大量紅K 換手成功,1,[-1.80761719  2.06445312 -1.62304688],0.9561602980717709
---股票只要有人買就會漲----不是嗎,1,[-2.55664062  1.63476562 -0.79101562],0.906179582379916
還得有人賣才會漲,1,[-0.92626953  0.69628906 -0.80517578],0.7041278886528628
不一定有人賣才會漲,1,[-2.13476562  1.33398438 -0.58105469],0.8485420146065484
我在N年前就發毒誓『再買華字頭剁我小雞雞』,0,[ 2.1015625  -0.79785156  0.30444336],0.8191140275759647
因為焦師傅所以不考慮,2,[-2.43554688 -1.53808594  4.50390625],0.9966655374502484
買起來等hen久了,1,[-2.265625    2.18359375 -1.69433594],0.96863434372946
小弟覺得華榮成長性更高,1,[-2.51367188  1.68359375 -0.57177734],0.8929597778191628
先觀察,2,[-2.546875   -1.27929688  4.1875    ],0.9946150930361699
印象中第四季都會有作帳行情,2,[-2.33984375 -1.54980469  4.26171875],0.99566773887649
