text,label,raw_outputs,probability
雞排妹雖外表甜美，但大尺度的談話風格也為她贏得進入主持界的機會。她近日在節目「單身行不行」，談及自己去年在經紀人的建議下去買股票，盼望這筆錢可以為她領股利，若上漲的話還能賺小錢。 雞排妹說，由於太忙因此拖到2月初才有空去開證券戶，不料卻碰上股災，這個時機點讓她直呼「真的是運氣很好！」但因了解自己畢竟仍是菜鳥，因此她首先不買「暴漲暴跌的股票」，因為她認為那是法人或外資在炒股票的因素，自己也不了解。 此外，雞排妹選擇買「龍頭股」或「股王」，因為自己在財經方面沒有太多專業，因此就關注聯發科、台積電、大立光等領頭羊，直言「買這些比較有安全感。」雞排妹也在當時開始關注大立光，稱自己看它最高價逼近6000，認為第二次回測的價格在4000以下可接受，然而在5月某天就到4000以下，當天的收盤時甚至低至3840。 雞排妹透露，當時有交易員曾勸他使用倒三角形買法跟賣法，即購買10張台積電、10張聯發科，但被雞排妹拒絕，「我就是要在26歲的時候，做一個人生成就解鎖。」但她堅持自己絕不買魚頭和魚尾，只買魚身，至於「除息前1、2個禮拜買，除息前一天賣掉」 甘有影,1,[-1.10742188  0.9375     -0.76074219],0.7619655867657918
雞排妹?!恩恩連雞排妹都能大賺?!你們還在幹嘛??!!哈哈哈!!!!!,1,[-2.81054688  1.43945312 -0.0949707 ],0.8131111900352989
這個魚身理論最近真常看到。,2,[-1.98242188 -1.63964844  4.1875    ],0.9949873864457736
擦鞋童進場了 ....,1,[-2.50585938  2.625      -1.86816406],0.9831907077970172
節目不編故事怎麼錄,2,[-2.57421875 -1.56445312  4.52734375],0.9969243303121211
26歲當股票菜鳥 3個月爽撈50萬！然後馬上變投資大師 還有投資心法真是站在風口 連豬都會飛,2,[-2.39648438 -0.90039062  3.27929688],0.9816131306674938
26歲就有幾百萬的本金也是厲害,2,[-2.5703125  -1.35253906  4.42578125],0.9960066519500356
這波敢進場的菜鳥散戶我覺得很厲害時機挑的很對反而老鳥散戶被嚇破膽都不敢進場最笨的是外資，賣在最低點,0,[ 1.76757812 -0.6953125   0.43774414],0.7409001608013136
新一代台灣股神,2,[-2.28515625 -1.58984375  4.40625   ],0.9962838717452126
我買不起大立光,1,[-0.79492188  0.84619141 -1.23535156],0.7584365799142534
去年恆大15元時你就買..現在你也賺大錢,1,[-2.60742188  2.89453125 -2.3671875 ],0.9908198752988363
她底夠厚吧,2,[-1.74804688  0.17321777  0.90625   ],0.644829211199273
沒恆大也有熱映,2,[-0.84277344 -1.73242188  2.70703125],0.9610462564575513
對帳單要PO出來啦 不然都是喇叭炒作新聞.....用寫的誰不會....,2,[-2.515625   -1.61621094  4.45703125],0.996769616842185
存錢耐心等崩盤分批慢慢入場你覺得好嗎？或者以後交女友應該才會以生活為重脫離股海吧現在錢真的這麼好賺喔,1,[-1.39550781  1.41699219 -1.47363281],0.896381718795632
我跟單的聲寶仁寶都很安全阿，台股有跌嗎真的沒感覺？？？,1,[-1.51953125  2.37890625 -2.74023438],0.9744169510116237
他就是很標準的散戶，見多喊多、見空喊空。所以大部分的散戶都會賠錢。,2,[ 0.06204224 -1.640625    2.58398438],0.9132966038119942
跌到我昨天買股。聽說弱勢股不能買。,1,[ 0.05209351  0.83154297 -1.20605469],0.6293266560172883
他是散戶中的霸主01理財版 最大流量造勢者關係到01的廣告收益館妹都不敢動他,2,[-0.12164307 -1.98535156  3.03125   ],0.9529660354616251
昨日朋友問我恆大如何？我說：有人都跑不掉了，你還叫我進去接他們籌碼，這樣對嗎？,0,[ 2.05859375 -0.46850586 -0.17907715],0.8427460027890686
我去收尋買到漲停股要怎麼處理 都看不懂寫什麼 後來我放棄。（其實是爆大量拉漲停）股票不好問人。,1,[-2.01953125  1.5625     -1.35546875],0.9243318944733688
看到8K大悲觀的看壞台股 我就在想這應該又是短線的低點了 恭喜8K大再一次成功命中大盤 今天終於又噴出了 下午應該又會一反昨天說話快斷氣的樣子 意氣風發趾高氣昂的發表台股上看16000的文章了吧...,1,[-1.80371094  3.02734375 -3.10546875],0.9899533883951864
fed給他一喊就出招了有夠扯,2,[-1.15527344 -1.38867188  2.93164062],0.9707920725286177
真的哭了...8k你怎哪麼厲害 真的漲翻了...,1,[-1.046875    1.75683594 -2.33789062],0.9282938318540445
依照今天的漲勢，8K大可能會上看20000點，大家抓緊把手繫好安全帶嘍～,1,[-2.4140625   3.6328125  -2.95507812],0.9962717684870265
請問現在該哭還是該笑?不對我根本上周沒買股票跟我無關,2,[-0.66308594 -1.35058594  2.72070312],0.9514982521911577
FED 真是 8K 大的好朋友~,2,[-1.03222656 -0.25708008  0.76757812],0.6560602292070189
老話一句 嚴設停損停利,2,[ 0.35351562 -0.46069336  1.47265625],0.6797065495667207
被你猜中，他今天看到股市收紅，又開始喊多了。,1,[-3.140625    2.64648438 -1.68066406],0.9839885543754213
6/15發文上週買股票的人這麼衰 6/16發文大盤上攻13000 好多人回答永遠相信8K大  也有人說只要8K大加碼 大盤短時間就不會跌? 自己都不相信了 但信徒卻深信不疑...,1,[-1.67675781  1.9375     -2.25585938],0.9596630600910474
節錄新聞內文丁彥鈞表示智基為補教業，由於經濟不善使考公職的人偏多，補教業預收學費的方式，可從合約負債可看出2014年開始不斷成長。原文網址: 影／第二波疫情襲來！　鮮肉分析師「岔賭」台股下半月3檔股票 | ETtoday財經 | ETtoday新聞雲https://www.ettoday.net/news/20200615/1738007.htm,2,[-2.88085938  0.74414062  1.70703125],0.7184104259140152
請大家提供你們聽過的理財課 我來幫大家彙整一下 短線: 1.當沖無本學院林鼎耀 2.J大當沖 3.鄭老師 送分題 尹星知識管理學院 長線: 1.林恩如-長線聚寶盆 強棒旺旺來 2.VIC 價值投資學院 選哲權 台指期交易 賣軟體的 1.股票王 期指王 力道k線 資產配置 綠角,1,[-2.68554688  1.1640625   0.984375  ],0.5385553600995608
資產配置綠角綠角財經筆記,2,[-1.76464844 -1.70117188  4.04296875],0.9938322121477071
都是用台銀跟元富的APP交易謝謝告知，我再詢問台銀,2,[-2.02734375 -1.5625      3.84179688],0.9927307137844719
所以我分散多支股票，可能不易出借就繼續買，繼續存謝謝告知,1,[-2.7890625   2.8125     -2.20117188],0.9897672479404798
大聯大收購台驊，大陸反壟斷局好像通過了。http://www.samr.gov.cn/fldj/ajgs/wtjjzajgs/202006/t20200616_317064.html,2,[-2.08789062 -1.71972656  3.85742188],0.993639294914464
